CIAD;ICAO;NOME_AERO;LONG;LAT;UF;CIDADE;IBGE
MT0438;SWYM;Fazenda Anhanguera;-59,45;-14,64166667;MT;Conquista D'Oeste;5103361
MT0439;SWYR;Fazenda Nossa Senhora do Pilar;-58,7939;-15,3508;MT;Jauru;5105002
MT0440;SWYW;Fazenda Adriana;-53,83361111;-16,83083333;MT;Alto Garças;5100409
MT0441;SWYX;Horizonte Azul;-53,27555556;-13,18222222;MT;Gaúcha do Norte;5103858
MT0442;SWYY;Fazenda Nova Viena;-52,27777778;-14,88638889;MT;Barra do Garças;5101803
MT0443;SWZA;Agrosan;-58,11722222;-11,39694444;MT;Juara;5105101
MT0444;SWZC;Fazenda Corixo;-58,89444444;-16,24583333;MT;Porto Esperidião;5106828
MT0445;SWZE;Fazenda Tamboril;-59,37416667;-15,06222222;MT;Pontes e Lacerda;5106752
MT0446;SWZG;Fazenda Lagoa Encantada;-58,89444444;-16,02222222;MT;Porto Esperidião;5106828
MT0447;SWZM;Fazenda América;-56,52083333;-11,54138889;MT;Porto dos Gaúchos;5106802
MT0448;SWZO;Fazenda Lagoa Funda;-55,14083333;-15,34083333;MT;Campo Verde;5102678
MT0449;SWZP;Fazenda Vale Rico;-54,2042;-16,3856;MT;São José do Povo;5107297
MT0450;SWZS;Fazenda Nova Larga;-57,67083333;-16,65833333;MT;Cáceres;5102504
MT0451;SWZY;Fazenda Estrela do Sangue;-58,23416667;-11,57722222;MT;Brasnorte;5101902
MT0452;SWGU;Fazenda São Gabriel;-58,24916667;-12,65611111;MT;Brasnorte;5101902
MT0453;SJQS;Fazenda Santa Tereza;-54,05111111;-11,46361111;MT;União do Sul;5108303
MT0466;SJIU;Fazenda Caregi;-55,98722222;-12,21444444;MT;Ipiranga do Norte;5104526
MT0467;SIWX;Fazenda Comil;-58,88333333;-13,92611111;MT;Sapezal;5107875
MT0471;SWOV;Fazenda Girassol;-54,04638889;-16,84583333;MT;Pedra Preta;5106372
MT0472;SSEM;Fazenda Girassol do Prata;-55,29527778;-16,20666667;MT;Santo Antônio do Leverger;5107800
MT0473;SWDD;Fazenda Colibri;-55,39833333;-16,20416667;MT;Santo Antônio do Leverger;5107800
MT0474;SSZB;Fazenda Chalana;-57,15805556;-14,165;MT;Diamantino;5103502
MT0475;SIZG;Fazenda Santo André II;-57,29583333;-12,63166667;MT;Nova Maringá;5108907
MT0476;SWPN;Pesqueiro Pantanal;-55,52888889;-17,32472222;MT;Santo Antônio do Leverger;5107800
MT0480;SJJI;Fazenda São José;-54,79972222;-10,21916667;MT;Matupá;5105606
MT0481;SJRP;Grupo Pronorte;-54,53194444;-11,08916667;MT;Marcelândia;5105580
MT0482;SWWZ;Fazenda WSA;-53,45916667;-15,38361111;MT;General Carneiro;5103908
MT0483;SJVD;Fazenda Santo André IV;-53,45944444;-14,22444444;MT;Paranatinga;5106307
MT0484;SWZN;Fazenda Tunica;-52,03944444;-14,07166667;MT;Água Boa;5100201
MT0485;SJCZ;Fazenda Cascata;-55,905;-11,62944444;MT;Ipiranga do Norte;5104526
MT0486;SJIJ;Fazenda 2J;-52,90944444;-14,81527778;MT;Novo São Joaquim;5106281
MT0488;SIGG;FSA;-57,17944444;-12,81444444;MT;Nova Maringá;5108907
MT0489;SDXU;Fazenda Relu ;-53,26472222;-13,62666667;MT;Gaúcha do Norte;5103858
MT0490;SIHX;Fazenda Pau D'Alho;-58,19111111;-9,406111111;MT;Nova Bandeirantes;5106158
MT0491;SJVN;Fazenda Pindorama;-57,80194444;-13,68583333;MT;Campo Novo do Parecis;5102637
MT0492;SSKO;Fazenda Matrinchã;-57,34027778;-12,93027778;MT;Brasnorte;5101902
MT0494;SDSL;Fazenda Bang Bang;-52,73472222;-10,89;MT;São José do Xingu;5107354
MT0495;SSXP;Fazenda Sete Barras;-51,69472222;-12,56166667;MT;Ribeirão Cascalheira;5107180
MT0498;SSWX;Fazenda Rio Xingú;-52,55805556;-10,13555556;MT;Santa Cruz do Xingu;5107743
MT0499;SIKU;Fazenda Gaúcha do Norte;-52,98083333;-13,03138889;MT;Gaúcha do Norte;5103858
MT0500;SSAH;Fazenda Sorriso;-51,22305556;-11,5275;MT;São Félix do Araguaia;5107859
MT0501;SNOH;Fazenda Tundavala;-52,03611111;-14,85722222;MT;Barra do Garças;5101803
MT0502;SICQ;Fazenda Luar;-55,69166667;-15,55416667;MT;Cuiabá;5103403
MT0503;SNUJ;Fazenda São Francisco;-58,57166667;-15,34722222;MT;Indiavaí;5104500
MT0504;SISS;Vô Amantino;-55,23888889;-11,65472222;MT;Cláudia;5103056
MT0505;SWXD;Joatão do Colorado;-52,61861111;-11,49361111;MT;São Félix do Araguaia;5107859
MT0506;SWFI;Fazenda  Santa Paula ;-57,54805556;-15,64305556;MT;Cáceres;5102504
MT0507;SWJX;Fazenda Eldorado;-53,54416667;-13,60333333;MT;Gaúcha do Norte;5103858
MT0508;SNNQ;Fazenda Mina de Ouro;-54,23333333;-14,13138889;MT;Paranatinga;5106307
MT0509;SSZY;Fazenda Nascente ;-55,09666667;-16,07222222;MT;Jaciara;5104807
MT0510;SSSV;Fazenda Palmitos;-54,75611111;-13,82027778;MT;Nova Ubiratã;5106240
MT0511;SNXT;Pousada Alvorada;-56,02194444;-17,18138889;MT;Barão de Melgaço;5101605
MT0512;SSQM;Malibu do Parecis;-57,59972222;-13,14;MT;Brasnorte;5101902
MT0513;SJYZ;Fazenda Gaúcha;-57,62055556;-13,72305556;MT;Campo Novo do Parecis;5102637
MT0514;SJNZ;Fazenda São Jorge;-58,02916667;-15,34833333;MT;Lambari D'Oeste;5105234
MT0515;SSEA;Sesc Serra Azul;-55,7125;-14,47666667;MT;Rosário Oeste;5107701
MT0566;SIPV;Fazenda Santa Vitória-MT;-55,81694444;-11,41944444;MT;Tabaporã;5107941
MT0567;SWOO;Fazenda San Diego;-54,67694444;-15,34416667;MT;Campo Verde;5102678
MT0568;SNBW;Fazenda Santa Luzia;-58,88916667;-13,73166667;MT;Sapezal;5107875
MT0574;SIAS;Fazenda Cachoeira Alta;-54,26833333;-12,94027778;MT;Paranatinga;5106307
MT0576;SSFS;Fazenda Sapezal;-58,78222222;-13,3325;MT;Sapezal;5107875
MT0577;SNZP;Fazenda Três Lagoas;-58,72805556;-13,25833333;MT;Sapezal;5107875
MT0578;SITS;Estância Indiana;-55,98222222;-13,13027778;MT;Lucas do Rio Verde;5105259
MT0579;SSGL;FNSC;-55,935;-12,40861111;MT;Sorriso;5107925
MT0580;SWNN;Fazenda Jandaira;-56,48027778;-12,77944444;MT;Tapurah;5108006
MT0584;SSTV;Fazenda Diamantino;-55,40194444;-12,11972222;MT;Sinop;5107909
MT0587;SSJU;Fazenda São Caetano;-54,42666667;-15,28055556;MT;Primavera do Leste;5107040
MT0588;SNXS;Agropecuária Lazarotto;-56,62416667;-12,61611111;MT;Tapurah;5108006
MT0589;SWNT;Fazenda Aracagi;-53,47416667;-10,56194444;MT;Peixoto de Azevedo;5106422
MT0590;SNIY;Fazenda Fartura;-54,78638889;-14,54555556;MT;Planalto da Serra;5106455
MT0591;SWIC;Fazenda Rancho Alegre;-56,06666667;-13,51972222;MT;Nova Mutum;5106224
MT0594;SSSW;Madeireira;-60,33805556;-9,236388889;MT;Colniza;5103254
MT0597;SNTU;Fazenda Tupã;-53,65055556;-13,34694444;MT;Gaúcha do Norte;5103858
MT0598;SWGS;Fazenda Rancho Branco;-57,23777778;-12,22833333;MT;Nova Maringá;5108907
MT0603;SSPJ;Pousada Juruena;-58,54138889;-9,369166667;MT;Nova Bandeirantes;5106158
MT0604;SSBS;Fazenda Selena;-53,27805556;-16,53222222;MT;Alto Garças;5100409
MT0605;SNQB;FERMAP;-55,63222222;-12,55888889;MT;Sorriso;5107925
MT0606;SBOZ;Fazenda Arizona;-57,27833333;-16,18;MT;Cáceres;5102504
MT0607;SWLK;Fazenda Boa Vista - Grupo IJP;-55,37583333;-13,15083333;MT;Sorriso;5107925
MT0609;SSEN;Bainho de Baixo;-55,73944444;-16,73416667;MT;Barão de Melgaço;5101605
MT0610;SNKZ;Fazenda São Marcos;-59,94583333;-15,46722222;MT;Vila Bela da Santíssima Trindade;5105507
MT0614;SSRP;Fazenda Agromaster;-54,71027778;-10,86416667;MT;Marcelândia;5105580
MT0615;SNSU;Fazenda Globo;-58,58722222;-12,94805556;MT;Sapezal;5107875
MT0617;SNUM;Fazenda Córrego Fundo;-52,69416667;-13,73083333;MT;Água Boa;5100201
MT0618;SJXG;Fazenda Agrovás;-52,41138889;-11,51277778;MT;São Félix do Araguaia;5107859
MT0620;SJUD;Fazenda Uberaba;-60,24472222;-13,07361111;MT;Comodoro;5103304
MT0622;SNZF;AFG II;-58,22944444;-14,40527778;MT;Tangará da Serra;5107958
MT0625;SWRA;Fazenda Bela Vista;-56,99166667;-10,055;MT;Nova Monte Verde;5108956
MT0626;SIAT;Fazenda Tolosa;-57,99722222;-13,1825;MT;Brasnorte;5101902
MT0627;SBQH;CMTE Juliano Rambo;-51,61555556;-10,69888889;MT;Confresa;5103353
MT0628;SSIO;Fazenda Conquista;-54,68055556;-11,995;MT;Santa Carmem;5107248
MT0632;SWUY;Fazenda Videira;-57,23027778;-16,79583333;MT;Poconé;5106505
MT0633;SSZX;Fazenda Ranchinho do Guaporé;-59,92583333;-15,69777778;MT;Pontes e Lacerda;5106752
MT0635;SBQC;Fazenda Cantagalo;-55,855;-13,36638889;MT;Nova Mutum;5106224
MT0636;SSPH;Fazenda Santa Lucia;-56,09722222;-12,92694444;MT;Lucas do Rio Verde;5105259
MT0640;SNRO;Fazenda Liberdade;-52,82611111;-12,06805556;MT;Querência;5107065
MT0642;SBQS;Santa Rosa;-54,96555556;-15,4075;MT;Campo Verde;5102678
MT0647;SWOI;Fazenda Nova Esperança;-57,3525;-15,87416667;MT;Cáceres;5102504
MT0648;SWNZ;Fazenda Jamaica;-51,60138889;-11,92666667;MT;Serra Nova Dourada;5107883
MT0649;SIKS;Fazenda Vale do Juruena;-58,22888889;-9,4025;MT;Nova Bandeirantes;5106158
MT0651;SWNM;Fazenda Módulo Aguapei;-59,23416667;-15,82694444;MT;Porto Esperidião;5106828
MT0652;SJRY;Fazenda Rio Mutuca;-58,16277778;-10,43555556;MT;Juara;5105101
MT0653;SBQG;Fazenda Rio Azul;-56,59833333;-13,51305556;MT;São José do Rio Claro;5107305
MT0657;SBOH;Fazenda São Sebastião;-53,54361111;-16,00055556;MT;Tesouro;5108105
MT0660;SBQT;Fazenda Campo Formoso;-53,55777778;-15,80194444;MT;Tesouro;5108105
MT0665;SNZS;Fazenda Vô Zeca;-50,67638889;-10,34861111;MT;Santa Terezinha;5107776
MT0667;SBOU;Fazenda São Jerônimo;-55,78611111;-10,27027778;MT;Nova Canaã do Norte;5106216
MT0668;SBQN;Fazenda Nossa Senhora Aparecida II;-57,37805556;-15,57527778;MT;Porto Estrela;5106851
MT0674;SIAY;Fazenda Santa Fé do Guaporé;-59,87888889;-14,01472222;MT;Comodoro;5103304
MT0679;SBOE;Fazenda Americana;-52,09638889;-12,58722222;MT;Querência;5107065
MT0686;SWJS;Santa Rosa Pantanal Hotel;-56,79166667;-17,36638889;MT;Poconé;5106505
MT0694;SBQD;Fazenda Vaca Branca;-56,23833333;-9,523333333;MT;Alta Floresta;5100250
PA0001;SBBE;Val de Cans - Júlio Cezar Ribeiro;-48,47888889;-1,384722222;PA;Belém;1501402
PA0002;SBSN;Maestro Wilson Fonseca;-54,78583333;-2,424722222;PA;Santarém;1506807
PA0003;SBHT;ALTAMIRA;-52,25222222;-3,250833333;PA;Altamira;1500602
PA0004;SBMA;JOÃO CORREA DA ROCHA;-49,13805556;-5,368055556;PA;Marabá;1504208
PA0005;SBJC;Brigadeiro Protasio de Oliveira;-48,45888889;-1,415;PA;Belém;1501402
PA0006;SBCJ;Carajás;-50,00138889;-6,115277778;PA;Parauapebas;1505536
PA0007;SBTU;TUCURUI;-49,71972222;-3,776944444;PA;Tucuruí;1508100
PA0008;SBAA;Conceição do Araguaia;-49,30305556;-8,348611111;PA;Conceição do Araguaia;1502707
PA0009;SBMD;Monte Dourado;-52,60222222;-0,889722222;PA;Almeirim;1500503
PA0010;SBIH;ITAITUBA;-56,00083333;-4,242222222;PA;Itaituba;1503606
PA0011;SBEK;Jacareacanga;-57,77583333;-6,235277778;PA;Jacareacanga;1503754
PA0012;SBTB;Trombetas;-56,39916667;-1,484444444;PA;Oriximiná;1505304
PA0013;SNFX;São Félix do Xingu;-51,99;-6,640277778;PA;São Félix do Xingu;1507300
PA0014;SNOX;Oriximiná;-55,83583333;-1,713611111;PA;Oriximiná;1505304
PA0015;SNVS;Breves;-50,44333333;-1,636388889;PA;Breves;1501808
PA0016;SNTI;Óbidos;-55,51444444;-1,868055556;PA;Óbidos;1505106
PA0018;SNEB;Nagib Demachki;-47,31638889;-3,019722222;PA;Paragominas;1505502
PA0019;SNMA;Monte Alegre;-54,07138889;-1,996666667;PA;Monte Alegre;1504802
PA0020;SNMZ;Porto de Moz;-52,23583333;-1,741388889;PA;Porto de Moz;1505908
PA0021;SDOW;Ourilândia do Norte;-51,05;-6,762222222;PA;Ourilândia do Norte;1505437
PA0024;SNYA;Aeródromo Público de Almeirim;-52,57805556;-1,479166667;PA;Almeirim;1500503
PA0025;SNSW;Soure;-48,51944444;-0,697777778;PA;Soure;1507904
PA0026;SJNP;Novo Progresso;-55,40083333;-7,125833333;PA;Novo Progresso;1505031
PA0027;SDWQ;Alenquer;-54,72277778;-1,916944444;PA;Alenquer;1500404
PA0028;SJTS;Terra Santa;-56,48888889;-2,072777778;PA;Terra Santa;1507979
PA0030;SNDC;Redenção;-49,97972222;-8,031111111;PA;Redenção;1506138
PA0032;SDAY;Fazenda Santa Lucia;-50,34833333;-8,921944444;PA;Santa Maria das Barreiras;1506583
PA0033;SDBE;Biopalma;-48,81388889;-2,207777778;PA;Moju;1504703
PA0034;SDOX;Fazenda Água Fria;-49,36611111;-7,015277778;PA;Xinguara;1508407
PA0035;SDOY;Fazenda Monte Dourado;-51,75666667;-6,223888889;PA;São Félix do Xingu;1507300
PA0036;SDUA;Vale do Curuá;-55,38416667;-7,033611111;PA;Novo Progresso;1505031
PA0037;SDVJ;Fazenda Santa Marta;-50,45555556;-8,659444444;PA;Santa Maria das Barreiras;1506583
PA0038;SDWM;Fazenda Modelo;-47,59527778;-2,265277778;PA;Aurora do Pará;1500958
PA0039;SDWV;Chácara Maringá;-51,95361111;-2,572777778;PA;Senador José Porfírio;1507805
PA0040;SDWX;Pista Sol Nascente;-56,41777778;-6,150555556;PA;Itaituba;1503606
PA0041;SIAW;Sítio Gurupi;-47,51638889;-3,739166667;PA;Ulianópolis;1508126
PA0042;SICY;Fazenda Apucarana;-49,77277778;-5,463333333;PA;Marabá;1504208
PA0043;SIDJ;Fazenda Arpa;-50,51305556;-8,948055556;PA;Santa Maria das Barreiras;1506583
PA0044;SIEK;Fazenda Espírito Santo;-48,88916667;-0,987777778;PA;Cachoeira do Arari;1502004
PA0045;SIFX;Fazenda Patropi;-51,61083333;-9,308055556;PA;São Félix do Xingu;1507300
PA0046;SIHI;Fazenda Itaipavas;-48,99583333;-6,616388889;PA;Piçarra;1505635
PA0047;SIJA;Maca Aero;-48,95861111;-2,898055556;PA;Tailândia;1507953
PA0048;SIJS;Fazenda Tonga;-47,52861111;-3,454722222;PA;Paragominas;1505502
PA0049;SIJZ;Fazenda Vera Paz;-56,76472222;-7,394722222;PA;Itaituba;1503606
PA0050;SIOU;Fazenda Progresso  ;-47,42388889;-3,373055556;PA;Paragominas;1505502
PA0051;SIOZ;Pista Aldeia Kenjdã;-53,26111111;-7,956666667;PA;Altamira;1500602
PA0052;SIPL;Pista Aldeia Pykararankre;-52,65694444;-7,460277778;PA;São Félix do Xingu;1507300
PA0053;SIPY;Pista Aldeia Pykatô;-51,66361111;-8,475277778;PA;Cumaru do Norte;1502764
PA0054;SIRJ;Caima;-56,21916667;-4,303888889;PA;Itaituba;1503606
PA0055;SISA;Pista Aldeia Aukre;-51,87611111;-7,6975;PA;Ourilândia do Norte;1505437
PA0056;SISO;Fazenda Santo Ambrósio;-49,56805556;-0,084166667;PA;Chaves;1502509
PA0057;SISR;Fazenda Reunidas Sococo;-48,04138889;-1,223888889;PA;Santa Izabel do Pará;1506500
PA0058;SITT;Independência;-56,69944444;-7,594166667;PA;Itaituba;1503606
PA0059;SIUZ;Pista Bom Jesus;-57,45472222;-5,453611111;PA;Itaituba;1503606
PA0060;SIVR;Fazenda Fortuna;-56,90138889;-9,151388889;PA;Jacareacanga;1503754
PA0061;SIWK;Pista Aldeia Moykarako;-51,81694444;-7,434444444;PA;São Félix do Xingu;1507300
PA0062;SIXI;Pista Aldeia Kokraymoro;-52,56972222;-7,210277778;PA;São Félix do Xingu;1507300
PA0063;SIXL;Fazenda Barra do Triunfo;-52,38055556;-6,416111111;PA;São Félix do Xingu;1507300
PA0064;SIYR;Fazenda Rosa de Maio ;-56,10916667;-4,317222222;PA;Itaituba;1503606
PA0065;SJAC;Citropar;-47,18444444;-1,840555556;PA;Capitão Poço;1502301
PA0066;SJBC;Fazenda União;-51,215;-8,99;PA;Cumaru do Norte;1502764
PA0067;SJBK;Iriri;-54,245;-5,679166667;PA;Altamira;1500602
PA0068;SJBN;NOSSA SENHORA APARECIDA;-50,37611111;-7,351666667;PA;Rio Maria;1506161
PA0069;SJGE;Nações Unidas;-56,29388889;-6,081111111;PA;Itaituba;1503606
PA0070;SJJJ;Aeroxingu;-52,19166667;-3,171944444;PA;Altamira;1500602
PA0071;SJKC;Pista Aldeia Kikretum;-51,65305556;-7,131111111;PA;Ourilândia do Norte;1505437
PA0072;SJKE;Pista Aldeia Kedjêrêkrã;-52,15166667;-7,812777778;PA;São Félix do Xingu;1507300
PA0073;SJNH;Fazenda Nova Esperança;-52,13833333;-9,450277778;PA;São Félix do Xingu;1507300
PA0074;SJPL;Pista do Limão;-56,38861111;-5,745277778;PA;Itaituba;1503606
PA0075;SJQQ;Fazenda Terra Alta;-50,9889;-2,8592;PA;Portel;1505809
PA0076;SJQX;Fazenda Uruará;-53,39638889;-3,523055556;PA;Uruará;1508159
PA0077;SJRK;Agropecuária São Roberto;-50,93055556;-9,232222222;PA;Santana do Araguaia;1506708
PA0078;SJSE;Serabi;-55,7942;-6,3181;PA;Itaituba;1503606
PA0079;SJVX;Pagrisa;-47,76111111;-3,702777778;PA;Ulianópolis;1508126
PA0080;SJYH;Fazenda Cachoeira Alta;-50,96888889;-8,780555556;PA;Santana do Araguaia;1506708
PA0081;SNAC;Fazenda Santa Rosa;-50,08833333;-7,033611111;PA;Xinguara;1508407
PA0082;SNAJ;Fazenda Jaguaré;-48,33055556;-3,419722222;PA;Paragominas;1505502
PA0083;SNBN;Balbinot;-50,49166667;-2,875833333;PA;Portel;1505809
PA0084;SNCB;Castanhal;-53,93972222;-2,523611111;PA;Prainha;1506005
PA0085;SNCI;Cibrasa;-47,20527778;-1,236111111;PA;Capanema;1502202
PA0086;SNCJ;Piquiatuba;-54,705;-2,546666667;PA;Santarém;1506807
PA0087;SNEJ;J.C. Peralta;-56,08805556;-4,324444444;PA;Itaituba;1503606
PA0088;SNFC;Marina do Caraipé;-49,68277778;-3,859722222;PA;Tucuruí;1508100
PA0089;SNFG;Pista Fogoió;-57,52027778;-5,358888889;PA;Itaituba;1503606
PA0090;SNFJ;Pousada Thaimaçu;-56,58416667;-9,050833333;PA;Jacareacanga;1503754
PA0091;SNGM;Fazenda Epemaju;-50,96527778;-5,56;PA;São Félix do Xingu;1507300
PA0092;SNGR;Gorotire;-51,13388889;-7,783611111;PA;Cumaru do Norte;1502764
PA0093;SNKH;Creputiá;-57,11722222;-8,116944444;PA;Jacareacanga;1503754
PA0094;SNKJ;Fazenda Rio Dourado;-51,4469;-8,3339;PA;Cumaru do Norte;1502764
PA0095;SNKY;Fazenda Cikel;-48,83444444;-3,664444444;PA;Paragominas;1505502
PA0096;SNLA;Fazenda Lagoa das Antas;-49,725;-6,564722222;PA;Canaã dos Carajás;1502152
PA0097;SNMD;Mundico Coelho;-56,845;-6,836111111;PA;Itaituba;1503606
PA0099;SNNP;Nilo Peçanha;-52,16722222;-8,066944444;PA;São Félix do Xingu;1507300
PA0100;SNOK;Fazenda Chão de Estrelas;-47,65111111;-2,327222222;PA;Aurora do Pará;1500958
PA0101;SNQE;Fazenda Serra Grande;-49,84;-6,068888889;PA;Parauapebas;1505536
PA0102;SNQW;Cururu;-57,74222222;-7,564444444;PA;Jacareacanga;1503754
PA0103;SNRJ;Juruti;-56,09027778;-2,186666667;PA;Juruti;1503903
PA0104;SNRQ;Porto Rico;-57,36722222;-6,100555556;PA;Jacareacanga;1503754
PA0105;SNRV;Fazenda Rio Vermelho;-49,45861111;-6,876111111;PA;Sapucaia;1507755
PA0106;SNSH;São José;-54,73222222;-2,574444444;PA;Santarém;1506807
PA0107;SNTP;Agropalma;-48,75472222;-2,529444444;PA;Tailândia;1507953
PA0108;SNVA;Fazenda Bela Vista;-50,63166667;-7,9875;PA;Cumaru do Norte;1502764
PA0109;SNWR;Wilma Rebelo;-51,82638889;-2,636388889;PA;Portel;1505809
PA0110;SNXG;Fazenda dos Castanhais;-49,36138889;-6,774722222;PA;Sapucaia;1507755
PA0111;SNXK;Fazenda Lagoa do Triunfo;-52,76916667;-6,538888889;PA;São Félix do Xingu;1507300
PA0112;SNXR;Fazenda Conforto;-56,52027778;-7,389722222;PA;Itaituba;1503606
PA0113;SNXY;Cikel Brasil Verde;-50,5286;-2,7003;PA;Portel;1505809
PA0114;SNYH;Fazenda Vale Sereno;-51,16694444;-8,800833333;PA;Cumaru do Norte;1502764
PA0115;SNYJ;Pista São Jorge;-57,40194444;-6,134722222;PA;Jacareacanga;1503754
PA0116;SNYP;Chácara Paraíso;-48,2989;-1,3178;PA;Marituba;1504422
PA0117;SNYR;Fazenda Água Azul;-56,55472222;-5,947777778;PA;Itaituba;1503606
PA0118;SNYV;Fazenda Sococo;-48,63444444;-2,116944444;PA;Moju;1504703
PA0119;SNYZ;Fazenda Rio 18;-51,28472222;-8,438333333;PA;Cumaru do Norte;1502764
PA0120;SNZT;Fazenda Recreio;-48,33361111;-3,505;PA;Paragominas;1505502
PA0121;SNZU;Fazenda Nova Conceição;-48,23277778;-2,855555556;PA;Tomé-Açu;1508001
PA0122;SNZV;Fazenda Jamaica;-47,47777778;-3,722777778;PA;Ulianópolis;1508126
PA0123;SSCU;Fazenda Santa Marina;-50,4794;-8,8681;PA;Santa Maria das Barreiras;1506583
PA0124;SSDT;Fazenda Pau D'Arco;-50,17638889;-7,943611111;PA;Redenção;1506138
PA0125;SSEU;Monte Carmelo;-56,5825;-7,283055556;PA;Itaituba;1503606
PA0126;SSFU;Antonio Furlaneto;-47,59861111;-4,435555556;PA;Dom Eliseu;1502939
PA0127;SSIY;Fazenda Três Irmãos;-55,88472222;-9,345555556;PA;Novo Progresso;1505031
PA0128;SSOP;Pista Porquinho;-57,62111111;-5,178888889;PA;Itaituba;1503606
PA0129;SSQG;Fazenda Bom Gosto;-48,9575;-4,871944444;PA;Rondon do Pará;1506187
PA0130;SSRM;Fazenda Santos Reis;-50,06888889;-7,406944444;PA;Rio Maria;1506161
PA0131;SSTF;Fazenda Santa Fé;-50,35111111;-9,575;PA;Santana do Araguaia;1506708
PA0132;SSUC;Célia Neuza;-48,2106;-1,1692;PA;Santa Bárbara do Pará;1506351
PA0133;SSVX;Valeu Boi Leilões;-50,03111111;-7,301666667;PA;Rio Maria;1506161
PA0134;SSWV;Fazenda Vista Alegre;-51,91333333;-9,646388889;PA;São Félix do Xingu;1507300
PA0135;SSXN;Aéreo Amazônia;-55,11472222;-8,298333333;PA;Altamira;1500602
PA0136;SSZO;Santa Marta I;-50,65166667;-8,541388889;PA;Santa Maria das Barreiras;1506583
PA0137;SWCF;Fazenda Califórnia;-51,49722222;-9,7375;PA;São Félix do Xingu;1507300
PA0138;SWCU;Fazenda Curuá;-54,9356;-8,0042;PA;Altamira;1500602
PA0139;SWEQ;Clube de Esportes Aéreos e Náuticos do Pará;-48,43;-1,267222222;PA;Belém;1501402
PA0140;SWFP;Fazenda Prata;-55,38194444;-4,160555556;PA;Rurópolis;1506195
PA0141;SWGZ;Fazenda Cangaia;-48,90027778;-3,0125;PA;Tailândia;1507953
PA0142;SWIV;Águia Branca do Parú;-53,2614;-1,2681;PA;Almeirim;1500503
PA0143;SWKH;Pista Aldeia Rio Vermelho - Krénhêdjã;-51,61944444;-7,661111111;PA;Ourilândia do Norte;1505437
PA0144;SWKP;Pista Aldeia Krãnhãmpare;-51,84777778;-8,733333333;PA;São Félix do Xingu;1507300
PA0145;SWKW;Pista Aldeia Kawatire;-52,75583333;-7,719444444;PA;São Félix do Xingu;1507300
PA0146;SWMY;Clube de Voo Mãe Irene;-55,08694444;-8,3075;PA;Altamira;1500602
PA0147;SWNU;Fazenda Maringá;-48,10694444;-3,161944444;PA;Ipixuna do Pará;1503457
PA0148;SWQK;Pista Aldeia Kubenkrankenh;-52,1222;-8,1411;PA;Ourilândia do Norte;1505437
PA0149;SWQY;Fazenda Peturú;-52,3675;-2,684444444;PA;Porto de Moz;1505908
PA0150;SWSX;Xinguara;-49,97638889;-7,090555556;PA;Xinguara;1508407
PA0151;SWXO;Fazenda Porto Seguro;-52,7175;-7,118055556;PA;São Félix do Xingu;1507300
PA0152;SWYQ;Fazenda Brusque;-51,75166667;-9,284444444;PA;São Félix do Xingu;1507300
PA0153;SIBL;Clínica Porto Dias;-48,45833333;-1,4375;PA;Belém;1501402
PA0154;SITD;Fundação Santa Casa de Misericórdia do Pará;-48,48166667;-1,439722222;PA;Belém;1501402
PA0155;SIWI;Miriti Internacional Golfe Marina;-48,32027778;-1,338888889;PA;Marituba;1504422
PA0156;SJHL;Helinorte;-49,06888889;-5,362777778;PA;Marabá;1504208
PA0157;SNAK;Carajás;-50,07333333;-6,081666667;PA;Parauapebas;1505536
PA0158;SSSJ;HSM;-48,46861111;-1,437777778;PA;Belém;1501402
PA0159;SSUX;Usina Biopalma Moju;-48,86027778;-2,233055556;PA;Moju;1504703
PA0160;SNWZ;Fazenda Santa Maria;-50,56777778;-9,381666667;PA;Santana do Araguaia;1506708
PA0161;SNVL;Nova Vida;-50,83194444;-9,511944444;PA;Santana do Araguaia;1506708
PA0163;SSXR;Fazenda Nobel Pará ;-50,36861111;-8,977777778;PA;Santana do Araguaia;1506708
PA0164;SNGY;Salles;-47,95333333;-1,258888889;PA;Castanhal;1502400
PA0165;SBOJ;Crepurizão;-56,84138889;-6,82;PA;Itaituba;1503606
PA0166;SWJZ;Sítio Primavera ;-55,44666667;-6,4225;PA;Itaituba;1503606
PA0167;SNXN;Fazenda Novo Progresso;-54,98388889;-6,621388889;PA;Altamira;1500602
PA0168;SWPX;Belterra;-54,95166667;-2,672222222;PA;Belterra;1501451
PA0169;SJRU;Fazenda Terra Roxa;-50,40638889;-8,716666667;PA;Santa Maria das Barreiras;1506583
PA0172;SNGJ;FAZENDA PADRE CICERO;-49,475;-5,605555556;PA;Marabá;1504208
PA0242;SWSI;Pousada Amazônia Fishing Lodge;-57,04972222;-9,139166667;PA;Jacareacanga;1503754
PA0243;SWML;FAZENDA NOVA SANTA RITA;-56,49083333;-6,801388889;PA;Itaituba;1503606
PA0244;SWRU;Grupo Rotta;-55,80527778;-7,151388889;PA;Novo Progresso;1505031
PA0246;SBQK;Fazenda Mundial;-51,44194444;-6,538888889;PA;São Félix do Xingu;1507300
PA0257;SSUD;Fazenda Serra Dourada;-56,43527778;-5,716388889;PA;Itaituba;1503606
PA9001;SBCC;Campo de Provas Brigadeiro Veloso (CPBV);-54,96472222;-9,333333333;MT;Guarantã do Norte;5104104
